"","Theme","Category","Source","Valence_mean","Valence_SD","Valence_N","Arousal_mean","Arousal_SD","Arousal_N"
"I246","Doctor 5","Person","Pixabay",3.68316831683168,1.05764543273544,101,3.64077669902913,1.73688005688383,103
"I247","Doctor 6","Person","Pixabay",4.38235294117647,0.901529148110173,102,2.55445544554455,1.4385774051107,101
"I248","Doctor 7","Person","Pixabay",3.34313725490196,1.15608675921661,102,4.41584158415842,1.76786496505063,101
"I249","Doctor 8","Person","Pixabay",3.73267326732673,1.13040779463794,101,3.92233009708738,1.87705088040114,103
"I250","Doctor 9","Person","Pixabay",3.67647058823529,1.1953852248376,102,4.10891089108911,1.49600127071477,101
"I251","Dog 1","Animal","Pixabay",5.13861386138614,1.19188676450657,101,4.32038834951456,1.5668977232599,103
"I252","Dog 2","Animal","Pixabay",5.9009900990099,1.03445590041383,101,4.39805825242718,1.63503196482061,103
"I253","Dog 3","Animal","Pixabay",5.74509803921569,1.01167711467274,102,3.52475247524752,1.62845975944105,101
"I254","Dog 4","Animal","Pixabay",6.2037037037037,0.954666446219598,108,3.96116504854369,1.85727150758419,103
"I255","Dog 5","Animal","Pixabay",5.94059405940594,1.07537697741971,101,4.66990291262136,1.83852215542044,103
"I256","Dog 6","Animal","Pixabay",6.49019607843137,0.780265225778214,102,5.02970297029703,1.72311024339451,101
"I257","Dog 7","Animal","Pixabay",5.65686274509804,1.08541271102369,102,3.97029702970297,1.79697215083904,101
"I258","Dog 8","Animal","Pixabay",5.43137254901961,1.33875813535588,102,4.38613861386139,1.67910867444429,101
"I259","Dog 9","Animal","Public Domain Photos",4.12745098039216,1.19960033466143,102,4.05940594059406,1.74253712831732,101
"I260","Dog 10","Animal","Pixabay",5.64705882352941,0.940266012744986,102,3.88118811881188,1.66305218627,101
"I261","Dog 11","Animal","Pixabay",5.65740740740741,1.06043578625349,108,3.63461538461538,1.63729407543964,104
"I262","Dog 12","Animal","Wikipedia",6.28712871287129,0.778930467543366,101,4.40776699029126,1.62358169298672,103
"I263","Dog 13","Animal","Flickr/Waldo Jaquith",5.85294117647059,1.1379768292159,102,4.05940594059406,1.73678888859998,101
"I264","Dog 14","Animal","Flickr/hairygrumpy",5.89108910891089,0.988948836887024,101,4.19417475728155,1.6152353827568,103
"I265","Dog 15","Animal","Wikipedia",3.43137254901961,1.74350167692974,102,3.93069306930693,1.81249786616467,101
"I266","Dog 16","Animal","Pixabay",5.3921568627451,1.44986761256411,102,4.81188118811881,1.68352529703078,101
"I267","Dog 17","Animal","Pixabay",5.22772277227723,1.23191873205023,101,3.84466019417476,1.60731954162517,103
"I268","Dog 18","Animal","Pixabay",6.19607843137255,0.844776796184514,102,4.88118811881188,1.51186724756422,101
"I269","Dog 19","Animal","Pixabay",5.94059405940594,0.967696049162317,101,4.3495145631068,1.64321980595056,103
"I270","Dog 20","Animal","Pixabay",5.9009900990099,0.943450586888889,101,4.19417475728155,1.63334285167605,103
"I271","Dog 21","Animal","Pixabay",5.99019607843137,0.969792241088553,102,4.04950495049505,1.67556699432617,101
"I272","Dog 22","Animal","Pixabay",5.09803921568627,1.27822435565803,102,3.88118811881188,1.58295374987945,101
"I273","Dog 23","Animal","Flickr/Daniel Pascoal",2.67647058823529,1.40833280204098,102,4.82178217821782,1.82973243729219,101
"I274","Dog 24","Animal","Wikipedia",1.8921568627451,1.08003357799927,102,4.77227722772277,2.15815285889954,101
"I275","Dog 25","Animal","Flickr/InkHong",3.4537037037037,1.53089222814402,108,4.05769230769231,1.79441919682131,104
"I276","Dog 26","Animal","Flickr/virtualcorey",1.2962962962963,0.687121304493579,108,4.85576923076923,2.30414682831253,104
"I277","Dog 27","Animal","Wikipedia",5.32673267326733,1.31231787986821,101,4.22330097087379,1.61446912803906,103
"I278","Dog 28","Animal","Flickr/wplynn",5.59259259259259,1.18429786791357,108,3.55769230769231,1.78900049697944,104
"I279","Dog 29","Animal","Pixabay",5.36274509803922,1.03205280091991,102,4,1.70880074906351,101
"I280","Dog 30","Animal","All-free-download.com",4.58333333333333,1.58924539784749,108,3.56730769230769,1.77777226733442,104
"I281","Dog 31","Animal","Wikipedia",2.08333333333333,1.10330853328802,108,4.20192307692308,1.97252884700777,104
"I282","Dog attack 1","Animal","Wikipedia",2.85185185185185,1.44568203232753,108,4.58653846153846,1.82544356584874,104
"I283","Dog attack 2","Animal","Wikipedia",3.42574257425743,1.24375668563803,101,4.47572815533981,1.62604211045834,103
"I284","Dog attack 3","Animal","Wikipedia",2.64705882352941,1.27928707577623,102,5.08910891089109,1.56268365257329,101
"I285","Drink 1","Object","Pixabay",4.55882352941176,1.02998153796551,102,2.71287128712871,1.61453791323317,101
"I286","Drink 2","Object","Pixabay",4.36274509803922,1.24112066642978,102,2.87128712871287,1.53403628598957,101
"I287","Dummy 1","Object","Flickr/Christopher Michel",1.15740740740741,0.549630921823901,108,5.20192307692308,2.37862572582152,104
"I288","Eating 1","Person","Wikipedia",5.68316831683168,0.968820861349578,101,3.47572815533981,1.61393843089175,103
"I289","Eating 2","Person","Publicdomainpictures.net",5.33333333333333,1.01798999521755,102,3.23762376237624,1.74441116054378,101
"I290","Eating 3","Person","Wikipedia",5.14814814814815,1.04849527084637,108,2.625,1.46272454918762,104
"I291","Elephant 1","Animal","Pixabay",5.86274509803922,0.975331532222767,102,4.38613861386139,1.5618597698238,101
"I292","Excited face 1","Person","Flickr/Aaron Shumaker",5.57425742574257,1.04255968321689,101,3.83495145631068,1.69830992909641,103
"I293","Excited face 2","Person","Flickr/Shreyans Bhansali",5.82352941176471,1.03800803814094,102,4.06930693069307,1.69857249325764,101
"I294","Excited face 3","Person","Pixabay",5.75925925925926,0.965482498816494,108,3.47115384615385,1.71207437213259,104
"I295","Excited face 4","Person","Wikipedia",4.24752475247525,0.931728936913085,101,3.0873786407767,1.56622936815045,103
"I296","Excited face 5","Person","Pixabay",5.65346534653465,1.06240899435534,101,3.70873786407767,1.75248321275932,103
"I297","Excited face 6","Person","Pixabay",5.73148148148148,1.02862290195203,108,3.48076923076923,1.61894589480507,104
"I298","Excited face 7","Person","Pixabay",4.75247524752475,1.37408835665003,101,3.48543689320388,1.67369543970821,103
"I299","Exercise 1","Person","Pixabay",4.70588235294118,1.16541103354621,102,3.63366336633663,1.58570345447834,101
"I300","Exercise 2","Person","Pixabay",4.68518518518519,1.07345322885761,108,3.90384615384615,1.63409801591463,104
"I301","Exercise 3","Person","Pixabay",4.83333333333333,1.1864193015439,102,4.2970297029703,1.57825571093816,101
"I302","Explosion 1","Scene","Pixabay",2.64705882352941,1.57106925072224,102,5.14851485148515,1.68751971018926,101
"I303","Explosion 2","Scene","Pixabay",2.37623762376238,1.58019926052707,101,4.99029126213592,1.92758685687708,103
"I304","Explosion 3","Scene","Pixabay",2.64814814814815,1.60207117588869,108,4.92307692307692,1.89886173207017,104
"I305","Explosion 4","Scene","Pixabay",2.5,1.33605640935253,108,4.30769230769231,2.03406390806095,104
"I306","Explosion 5","Scene","Pixabay",1.82352941176471,1.30050839035502,102,5.45544554455446,1.7973577967408,101
"I307","Explosion 6","Scene","Pixabay",2.25742574257426,1.24622201349948,101,4.81553398058252,1.90328700614373,103
"I308","Father 1","Person","Pixabay",6.02970297029703,1.08125339809459,101,4.39805825242718,1.83292226670666,103
"I309","Feces 1","Object","Wikipedia",2.13725490196078,1.03444839355868,102,3.06930693069307,1.94554581412299,101
"I310","Feces 2","Object","Wikipedia",2.00980392156863,1.02922731797387,102,3.52475247524752,2.05715366176638,101
"I311","Fence 1","Object","Pixabay",3.73267326732673,0.773189357258762,101,2.15533980582524,1.4736727598106,103
"I312","Fence 2","Object","Pixabay",4.21782178217822,0.558640499714076,101,2.30097087378641,1.49400731982556,103
"I313","Fence 3","Object","Pixabay",3.85294117647059,0.788494728644138,102,2.4950495049505,1.39013497457073,101
"I314","Fence 4","Object","Pixabay",2.88235294117647,1.10170091399715,102,3.15841584158416,1.55391552709487,101
"I315","Fence 5","Object","Pixabay",3.77450980392157,1.04271981318752,102,2.06930693069307,1.43008689066486,101
"I316","Fence 6","Object","Pixabay",4.31372549019608,1.02426396811248,102,2.5049504950495,1.35368949450188,101
"I317","Ferret 1","Animal","Pixabay",2.80392156862745,1.19436975953868,102,4.48514851485149,1.90585341191886,101
"I318","Fire 1","Person","Pixabay",4.40740740740741,1.21545374041335,108,4.35576923076923,1.70047548593544,104
"I319","Fire 2","Scene","Pixabay",1.96296296296296,1.25248109598976,108,4.68269230769231,1.98178316820118,104
"I320","Fire 3","Scene","Pixabay",2.05555555555556,1.11768563728833,108,4.51923076923077,2.02403408213548,104
"I321","Fire 4","Scene","Pixabay",4.32352941176471,1.35092021959864,102,4.20792079207921,1.73963692581624,101
"I322","Fire 5","Scene","Pixabay",1.73529411764706,0.984297212099696,102,5.28712871287129,1.81844237556963,101
"I323","Fire 6","Scene","Pixabay",2.22772277227723,1.27185838927777,101,4.52427184466019,1.99432852818114,103
"I324","Fire 7","Scene","Pixabay",1.74257425742574,0.901703558233355,101,4.60194174757282,2.08796648339696,103
"I325","Fire 8","Scene","Pixabay",4.1980198019802,1.69717295512389,101,4.68932038834951,1.88923226555331,103
"I326","Fire 9","Scene","Pixabay",1.47058823529412,0.740696519312469,102,5.14851485148515,1.88884164828003,101
"I327","Fire 10","Scene","Pixabay",2.47058823529412,1.19988351210961,102,4.66336633663366,1.73365064371558,101
"I328","Fire 11","Scene","Pixabay",1.75490196078431,1.11191810466476,102,5.31683168316832,1.89700128133487,101
"I329","Fire hydrant 1","Object","Pixabay",4.19607843137255,0.718072442996927,102,2.32673267326733,1.32747060902371,101
"I330","Fire hydrant 2","Object","Pixabay",4.22222222222222,0.714775088255933,108,1.98076923076923,1.24620409454377,104
"I331","Fire hydrant 3","Object","Pixabay",4.24509803921569,0.666545319959921,102,2.34653465346535,1.39596306229324,101
"I332","Fire hydrant 4","Object","Pixabay",4.43518518518519,0.949895696666126,108,2.29807692307692,1.38563929861637,104
"I333","Fireman 1","Person","Pixabay",3.09803921568627,1.46584753250327,102,4.86138613861386,1.75516211769909,101
"I334","Fireworks 1","Scene","Pixabay",6.15740740740741,0.88773614246363,108,4.42307692307692,1.77737838846233,104
"I335","Fireworks 2","Scene","Pixabay",6.27450980392157,0.902766515269065,102,4.98019801980198,1.74344600157161,101
"I336","Fireworks 3","Scene","Wikipedia",6.08823529411765,0.996060966527161,102,4.63366336633663,1.7071776256572,101
"I337","Fireworks 4","Scene","Wikipedia",5.9537037037037,0.910830567450926,108,4.31730769230769,1.72511107326047,104
"I338","Fireworks 5","Scene","Wikipedia",5.80392156862745,1.12610091950781,102,4.20792079207921,1.63900476926193,101
"I339","Fireworks 6","Scene","Wikipedia",6.1078431372549,0.984099958147395,102,4.78217821782178,1.59752283486678,101
"I340","Fireworks 7","Scene","Wikipedia",5.75247524752475,1.14373021813765,101,4.44660194174757,1.58873581103061,103
"I341","Flood 1","Scene","Pixabay",2.36274509803922,1.04160211409379,102,4.12871287128713,1.7126784072711,101
"I342","Flood 2","Scene","Pixabay",2.35643564356436,1.10076481062797,101,3.85436893203884,1.79546141860302,103
"I343","Flood 3","Scene","Pixabay",2.29411764705882,1.1568841328816,102,4.28712871287129,1.74548923607891,101
"I344","Flowers 1","Object","Pixabay",5.76237623762376,1.04065858812086,101,3.67961165048544,1.82151408811359,103
"I345","Flowers 2","Object","Pixabay",5.95098039215686,1.04717867994461,102,3.45544554455446,1.79178543623531,101
"I346","Flowers 3","Object","Pixabay",5.79207920792079,1.09833357121749,101,3.70873786407767,1.84513705299541,103
"I347","Flowers 4","Object","Pixabay",5.7029702970297,1.08207721032693,101,3.71844660194175,1.77353903271173,103
"I348","Flowers 5","Object","Pixabay",5.63366336633663,1.12002475220173,101,3.48543689320388,1.62011908101373,103
"I349","Flowers 6","Object","Pixabay",5.94444444444444,0.915426802387605,108,3.00961538461538,1.66339921185909,104
"I350","Flowers 7","Object","Pixabay",5.68316831683168,1.1129303039212,101,3.49514563106796,1.70278771665626,103
"I351","Flowers 8","Object","Pixabay",5.91176470588235,0.965780258881368,102,3.7029702970297,1.70613337377501,101
"I352","Flowers 9","Object","Pixabay",5.89108910891089,1.13930671988723,101,4.07766990291262,1.77504112290585,103
"I353","Flowers 10","Object","Pixabay",5.25925925925926,1.15500026597376,108,3.16346153846154,1.61371895703457,104
"I354","Food 1","Object","Pixabay",4.84313725490196,1.02198697981685,102,3.14851485148515,1.51911907771485,101
"I355","Food 2","Object","Pixabay",5.34259259259259,1.29818015711166,108,2.96153846153846,1.90004127151433,104
"I356","Food 3","Object","Pixabay",5.30392156862745,1.03205280091991,102,2.84158415841584,1.66572910923311,101
"I357","Food 4","Object","Pixabay",5.61111111111111,0.965123916631864,108,3.42307692307692,1.83118778202961,104
"I358","Food 5","Object","Pixabay",5.47058823529412,1.04080968436508,102,3.14851485148515,1.7168933491272,101
"I359","Food 6","Object","Pixabay",5.65686274509804,0.990000480440084,102,3.67326732673267,1.74418411236365,101
"I360","Football player 1","Person","Pixabay",4.76851851851852,1.19661892435359,108,3.57692307692308,1.59302062525003,104
"I361","Frisbee 1","Person","Pixabay",5.58823529411765,1.17188974219032,102,3.21782178217822,1.55951249046643,101
"I362","Frustrated pose 1","Person","Wikipedia",2.35294117647059,1.03068811796078,102,4.24752475247525,1.80779390746877,101
"I363","Frustrated pose 2","Person","Pixabay",2.63725490196078,0.865044103337111,102,3.48514851485149,1.65899886308664,101
"I364","Frustrated pose 3","Person","Pixabay",2.35185185185185,0.88934308229947,108,3.55769230769231,1.78356533450965,104
"I365","Frustrated pose 4","Person","Wikipedia",3.42156862745098,0.883694702330398,102,3.27722772277228,1.48404051077582,101
"I366","Frustrated pose 5","Person","Wikipedia",2.46078431372549,0.991763791618431,102,3.74257425742574,1.70677160362208,101
"I367","Frustrated pose 6","Person","Flickr/Emergency Brake",4.68316831683168,1.02888962546336,101,4.03883495145631,1.78183827800463,103
"I368","Frustrated pose 7","Person","Wikipedia",2.69607843137255,1.01268406894282,102,3.25,1.55293791299464,100
"I369","Frustrated pose 8","Person","Pixabay",3.74074074074074,0.950851761497749,108,3.36538461538462,1.7239472223337,104
"I370","Funeral 1","Scene","Pixabay",2.92156862745098,1.18310109801104,102,4.23762376237624,1.89287355547847,101
"I371","Galaxy 1","Scene","Pixabay",5.59803921568627,1.17952670422151,102,4.08910891089109,1.9651921529509,101
"I372","Galaxy 2","Scene","Pixabay",5.77227722772277,1.02840836362616,101,4.4368932038835,1.91828100597763,103
"I373","Galaxy 3","Scene","Pixabay",5.45098039215686,1.23982952341702,102,4.00990099009901,1.88941816178923,101
"I374","Galaxy 4","Scene","Pixabay",5.43137254901961,1.2388896651467,102,4.45544554455446,1.90538580069889,101
"I375","Galaxy 5","Scene","Pixabay",5.61386138613861,0.97949269552869,101,4.41747572815534,1.76304255642842,103
"I376","Galaxy 6","Scene","Pixabay",5.34313725490196,1.20637824749291,102,4.16831683168317,1.78364406163726,101
"I377","Galaxy 7","Scene","Pixabay",6.06481481481481,1.03466232830342,108,4.5,2.04322227903706,104
"I378","Galaxy 8","Scene","Pixabay",5.51960784313725,1.15810011842427,102,4.57425742574257,1.86733250736694,101
"I379","Garbage dump 1","Scene","Pixabay",2.19607843137255,0.975331532222767,102,2.86138613861386,1.72063768975515,101
"I380","Garbage dump 2","Scene","Pixabay",1.60185185185185,0.784663923711361,108,3.77884615384615,1.95560797175926,104
"I381","Garbage dump 3","Scene","Pixabay",2,1.0244534886929,102,3.46534653465347,1.79757812868116,101
"I382","Garbage dump 4","Scene","Pixabay",1.63888888888889,0.814108460630266,108,3.78846153846154,1.94922477457253,104
"I383","Garbage dump 5","Scene","Pixabay",2.13725490196078,1.00532459352294,102,3.32673267326733,1.6976979171283,101
"I384","Garbage dump 6","Scene","Pixabay",1.96296296296296,0.94647329574057,108,3.31730769230769,1.87608569513075,104
"I385","Garbage dump 7","Scene","Pixabay",2.73529411764706,1.17672536554017,102,2.47524752475248,1.60370857331337,101
"I386","Garbage dump 8","Scene","Pixabay",2.05882352941176,1.12420294679364,102,3.14851485148515,1.83513562776086,101
"I387","Gargoyle 1","Object","Wikipedia",3.90196078431373,1.3680209303127,102,3.74257425742574,1.70677160362208,101
"I388","Gargoyle 2","Object","Wikipedia",3.26851851851852,1.24259662917273,108,3.75961538461538,1.87727954535586,104
"I389","Gazing 1","Person","Pixabay",4.86274509803922,1.09036478305393,102,3.08910891089109,1.64984247672916,101
"I390","Gazing 2","Person","Pixabay",5.1078431372549,1.01383364918499,102,3.37623762376238,1.59907151277555,101
"I391","Gazing 3","Person","Flickr/Joshua Blount",5.42592592592593,1.16974079486527,108,3.31067961165049,1.70368186189236,103
"I392","Gazing 4","Person","Pixabay",4.49019607843137,1.01225263976793,102,3.00990099009901,1.36744323103338,101
"I393","Gazing 5","Person","Pixabay",5.44444444444444,1.02613814935302,108,3.30769230769231,1.58926570989224,104
"I394","Gazing 6","Person","Pixabay",5.84313725490196,1.05064900300206,102,3.48514851485149,1.65296014099638,101
"I395","Gazing 7","Person","Wikipedia",4.98039215686275,1.07150668563645,102,3.56435643564356,1.53242188436578,101
"I396","Goat 1","Animal","Flickr/Neil Piddock",5.33333333333333,1.22283568103149,108,3.30769230769231,1.76303425051357,104
"I397","Goat 2","Animal","Pixabay",5.2037037037037,1.22862478595341,108,3.03846153846154,1.69478398499275,104
"I398","Gorrila 1","Animal","Flickr/Antony Stanley",3.90740740740741,1.35023042019063,108,3.53846153846154,1.68328779605022,104
"I399","Grass 1","Scene","Pixabay",4.96296296296296,1.09310435005573,108,2.23076923076923,1.46301171766816,104
"I400","Grass 2","Scene","Pixabay",4.94117647058824,1.02274653917834,102,2.42574257425743,1.53196954704371,101
"I401","Grass 3","Scene","Pixabay",5.00980392156863,1.03880260505146,102,2.10891089108911,1.32590339089249,101
"I402","Grass 4","Scene","Pixabay",5.22549019607843,1.15960784379379,102,2.10891089108911,1.5093110355325,101
"I403","Grass 5","Scene","Pixabay",4.94117647058824,0.952573683247203,102,2.42574257425743,1.52542803601786,101
"I404","Grass 6","Scene","Pixabay",5.15841584158416,1.07454802840382,101,2.85436893203884,1.79546141860302,103
"I405","Grass 7","Scene","Pixabay",4.8921568627451,0.910954919982084,102,2.33663366336634,1.49851411553427,101
"I406","Graveyard 1","Scene","Wikipedia",3.2037037037037,1.25123684049591,108,3.46153846153846,1.68328779605022,104
"I407","Graveyard 2","Scene","Wikipedia",3.27722772277228,1.14121699848178,101,3.57281553398058,1.79652137584666,103
"I408","Graveyard 3","Scene","Wikipedia",3.57843137254902,1.23028029093111,102,3.61386138613861,1.59355136114091,101
"I409","Graveyard 4","Scene","Wikipedia",3.21296296296296,1.2828919282426,108,3.625,1.66160233813542,104
"I410","Guitar 1","Person","Pixabay",5.52777777777778,0.971157256805242,108,3.25961538461538,1.57032673804754,104
"I411","Gun 1","Object","Pixabay",2.73267326732673,1.47574448404126,101,4.01941747572816,1.88378312791705,103
"I412","Gun 2","Person","Pixabay",2.74509803921569,1.11414198670132,102,4.1980198019802,1.57492731248269,101
"I413","Gun 3","Object","Pixabay",2.97058823529412,1.55082783612043,102,4.02970297029703,1.68199551452764,101
"I414","Gun 4","Object","Pixabay",2.86274509803922,1.4558806370823,102,3.89108910891089,1.75442862550182,101
"I415","Gun 5","Object","Pixabay",2.92156862745098,1.53948862867444,102,4.11881188118812,1.80713656768309,101
"I416","Gun 6","Object","Pixabay",2.84158415841584,1.51481136295795,101,3.96116504854369,1.93989250812517,103
"I417","Gun 7","Object","Pixabay",2.88118811881188,1.56388700814906,101,4.01941747572816,1.89416328739089,103
"I418","Gun 8","Object","Pixabay",3.07920792079208,1.45384434047687,101,3.94174757281553,1.70250819996555,103
"I419","Gun 9","Object","Pixabay",2.88235294117647,1.43709082956402,102,4.34653465346535,1.73456417329747,101
"I420","Gun 10","Object","Pixabay",2.64356435643564,1.50721039285059,101,4.1747572815534,1.8861059816043,103
"I421","Hallway 1","Scene","Wikipedia",2.61111111111111,1.12601632873847,108,3.375,1.94680470096241,104
"I422","Hang gliding 1","Person","Wikipedia",5.05555555555556,1.19838936562834,108,4.34615384615385,1.78868737883633,104
"I423","Hang gliding 2","Person","Wikipedia",5.17647058823529,1.10275770168761,102,4.1980198019802,1.57492731248269,101
"I424","Hang gliding 3","Person","Wikipedia",4.93137254901961,1.06482745240597,102,4.0990099009901,1.53951258841914,101
"I425","Hangover 1","Person","Pixabay",2.41584158415842,0.930240041415905,101,3.3495145631068,1.75291766785438,103
"I426","Happy face 1","Person","Pixabay",5.47222222222222,0.990216943409663,108,3.02884615384615,1.56078602782228,104
"I427","Happy face 2","Person","Pixabay",5.19444444444444,1.05421568785088,108,3.17307692307692,1.70346481688789,104
"I428","Happy pose 1","Person","Wikipedia",4.88888888888889,1.2776536126408,108,3.875,1.66452127290737,104
"I429","Happy pose 2","Person","Wikipedia",5.6078431372549,0.945619004611862,102,3.93069306930693,1.58276609606457,101
"I430","Happy pose 3","Scene","Wikipedia",5.74257425742574,0.986442754005874,101,3.93203883495146,1.67016575391064,103
"I431","Heart 1","Object","Pixabay",4.66666666666667,1.01798999521755,102,2.77227722772277,1.51579146401352,101
"I432","Heart 2","Object","Pixabay",4.92592592592593,1.15769432234699,108,3.09615384615385,1.59196545047908,104
"I433","Heart 3","Object","Pixabay",4.74509803921569,1.01167711467274,102,2.53465346534653,1.45989284836692,101
"I434","Horse 1","Animal","Pixabay",5.93518518518519,1.05257271063824,108,3.72115384615385,1.71490740087542,104
"I435","Horse racing 1","Animal","Pixabay",4.2156862745098,1.53911026747706,102,4.30693069306931,1.56679656788893,101
"I436","House 1","Scene","Pixabay",4.70588235294118,0.885395646797897,102,3.06930693069307,1.57643538239012,101
"I437","Injury 1","Person","Pixabay",1.97058823529412,0.999563096170801,102,4.53465346534653,1.90559364207401,101
"I438","Injury 2","Person","Pixabay",2.09259259259259,0.767774268776367,108,4.05769230769231,2.04239970735418,104
"I439","Injury 3","Person","Pixabay",1.97058823529412,0.927638141648143,102,4.7029702970297,1.93672173765591,101
"I440","Injury 4","Person","Wikipedia",1.3921568627451,0.935090007264065,102,5.46534653465347,2.2116254494631,101
"I441","Intensity 1","Person","Pixabay",2.81372549019608,1.14087331632319,102,4.14851485148515,1.83513562776086,101
"I442","Jail 1","Scene","Pixabay",2.22549019607843,0.973987036580921,102,3.73267326732673,1.77702610621741,101
"I443","Jail 2","Scene","Pixabay",2.01980198019802,1.19147134266672,101,3.6504854368932,2.00835869903798,103
"I444","Jail 3","Scene","Pixabay",2.51960784313725,1.19180694958806,102,3.9009900990099,1.85744421447886,101
"I445","Jail 4","Scene","Pixabay",2.11111111111111,1.04419475153236,108,3.43269230769231,1.78866128318351,104
"I446","Jail 5","Scene","Pixabay",3.06862745098039,1.35163856497515,102,3.28712871287129,1.72821661641917,101
"I447","Keyboard 1","Object","Pixabay",4.16666666666667,0.75888575606548,102,2.14851485148515,1.45179983891624,101
"I448","Keyboard 2","Object","Pixabay",4.10891089108911,0.614833149708275,101,2.36893203883495,1.57797519341157,103
"I449","Keyboard 3","Object","Pixabay",4.33333333333333,0.722116434665852,102,2.28712871287129,1.48550754736128,101
"I450","Keys 1","Object","Pixabay",4.02970297029703,0.655064050983634,101,2.36893203883495,1.54024629595359,103
"I451","KKK rally 1","Person","Wikipedia",1.34313725490196,0.895479273623583,102,4.7029702970297,2.20700953534617,101
"I452","KKK rally 2","Person","Wikipedia",1.25490196078431,0.713189385229504,102,4.98019801980198,2.10703677243565,101
"I453","Knife 1","Object","Pixabay",3.24509803921569,1.21407810039449,102,3.62376237623762,1.70793141049935,101
"I454","Knife 2","Object","Pixabay",3.34313725490196,1.04829043325775,102,3.7029702970297,1.55913151757923,101
"I455","Lake 1","Scene","Pixabay",6.25490196078431,0.897590553746158,102,3.97029702970297,1.96191460336353,101
"I456","Lake 2","Scene","Pixabay",6.3921568627451,0.869241876865692,102,3.89108910891089,2.02435663902885,101
"I457","Lake 3","Scene","Pixabay",5.96296296296296,0.926514177970269,108,3.22115384615385,1.96551201743074,104
"I458","Lake 4","Scene","Pixabay",5.78703703703704,1.09417254978769,108,3.27884615384615,1.98761569007728,104
"I459","Lake 5","Scene","Pixabay",5.95049504950495,1.06184968450118,101,4.30097087378641,1.87781136399565,103
"I460","Lake 6","Scene","Pixabay",4.48039215686275,0.852839081043838,102,2.47524752475248,1.4324388950733,101
"I461","Lake 7","Scene","Flickr/James Wheeler",6.09259259259259,1.02799175454925,108,3.58653846153846,1.94891344845642,104
"I462","Lake 8","Scene","Flickr/James Wheeler",6.20588235294118,0.915631419793587,102,3.96039603960396,1.85968165060156,101
"I463","Lake 9","Scene","Flickr/James Wheeler",6.41176470588235,0.824776491493429,102,4.10891089108911,1.91781641508779,101
"I464","Lake 10","Scene","Flickr/James Wheeler",6.14705882352941,1.00884267408749,102,3.81188118811881,1.87463527805879,101
"I465","Lake 11","Scene","Flickr/James Wheeler",5.7156862745098,1.04717867994461,102,3.98019801980198,1.79432548897797,101
"I466","Lake 12","Scene","Flickr/James Wheeler",6.37623762376238,0.870074538743835,101,4.72815533980583,1.76120599699986,103
"I467","Lake 13","Scene","Flickr/James Wheeler",6.16666666666667,0.98113037993424,108,3.72115384615385,1.98761569007728,104
"I468","Lake 14","Scene","Flickr/James Wheeler",6.31372549019608,0.943769481806527,102,4.66336633663366,1.64485396143714,101
"I469","Lake 15","Scene","Flickr/James Wheeler",6.24752475247525,0.920933663127366,101,4.63106796116505,1.74889484017841,103
"I470","Lake 16","Scene","Flickr/James Wheeler",6.10891089108911,0.926293583039523,101,4.29126213592233,1.76363632795362,103
"I471","Lake 17","Scene","Wikipedia",5.58823529411765,1.00840960144504,102,3.61386138613861,1.69688123939009,101
"I472","Lamb 1","Animal","Pixabay",5.75490196078431,0.958921367116694,102,3.95049504950495,1.7457161145144,101
"I473","Lava 1","Scene","Pixabay",4.05555555555556,1.58752928199256,108,4.72115384615385,1.60978036715277,104
"I474","Lightning 1","Scene","Pixabay",4.85294117647059,1.17226242139904,102,4.52475247524752,1.62230736548868,101
"I475","Lightning 2","Scene","Wikipedia",4.25742574257426,1.38313748663345,101,4.62135922330097,1.69842201766394,103
"I476","Lightning 3","Scene","Wikipedia",4.58823529411765,1.2847386078978,102,4.79207920792079,1.71648962527111,101
"I477","Lightning 4","Scene","Wikipedia",4.46078431372549,1.36194072818102,102,4.83168316831683,1.61906952865337,101
"I478","Lightning 5","Scene","Wikipedia",4.41176470588235,1.3076540946356,102,4.53465346534653,1.65266062115392,101
"I479","Lightning 6","Scene","Wikipedia",4.49019607843137,1.4470529836223,102,4.71287128712871,1.60210257888418,101
"I480","Lightning 7","Scene","Wikipedia",4.43564356435644,1.19512209906903,101,4.46601941747573,1.67341106362261,103
"I481","Lion 1","Animal","Pixabay",5.01980198019802,1.24080778543497,101,4.33980582524272,1.63030971470089,103
"I482","Lion 2","Animal","Flickr/Matt Reinbold",3.65686274509804,1.47919631670404,102,4.27722772277228,1.7556697404762,101
"I483","Lion 3","Animal","Flickr/arlo",4.94444444444444,1.24430165328242,108,3.78846153846154,1.71046508705683,104
"I484","Lion 4","Animal","Flickr/Glen Bowman",4.62745098039216,1.47535240715432,102,4.21782178217822,1.70648152873707,101
"I485","Lion 5","Animal","Wikipedia",3.72549019607843,1.38704660057986,102,4.69306930693069,1.64768063809359,101
"I486","Massage 1","Person","Wikipedia",5.70588235294118,1.03968993182533,102,4.16831683168317,1.7092062890751,101
"I487","Massage 2","Person","Flickr/Synergy ByDesign",5.75490196078431,1.10297773834436,102,4.11881188118812,1.75092620468637,101
"I488","Meerkat 1","Animal","Pixabay",4.9537037037037,1.17913527050732,108,3.34615384615385,1.64741180219291,104
